order_id,customer_id,restaurant_id,rider_id,order_date,item_count,food_amount,delivery_fee,delivery_minutes,rating,payment_method
62,10,24,24,2025-03-26,4,"₦3,300",1500,29,4,Cash
63,92,23,22,2025-07-12,1,"₦7,500",1200,61,3,Cash
65,101,23,24,2025-11-07,6,"₦9,000",600,68,4,Cash
69,33,28,30,2025-08-10,5,"₦19,500",800,56,4,Card
70,32,30,7,2025-08-29,3,"₦3,600",500,56,5,Card
71,25,37,24,2025-03-13,5,"₦7,800",500,59,2,Wallet
72,27,13,14,2025-06-04,2,"₦10,500",1000,53,4,Cash
74,182,30,6,2025-10-24,1,"₦2,000",500,54,4,Wallet
75,95,20,8,2025-03-09,4,"₦8,800",500,70,4,Wallet
76,43,21,7,2025-11-05,2,"₦4,900",700,67,3,Wallet
77,21,34,17,2025-10-30,1,"₦5,000",1200,21,3,Bank Transfer
79,15,39,10,2025-08-19,5,"₦10,400",1200,65,4,Bank Transfer
80,150,13,5,2025-03-16,5,"₦13,000",1200,68,5,Cash
82,11,17,12,2025-05-28,3,"₦10,800",600,62,5,Cash
88,24,20,1,2025-11-02,3,"₦16,200",600,73,5,Card
94,199,21,23,2025-05-12,2,"₦7,000",500,32,4,Card
98,171,21,15,2025-04-11,3,"₦5,400",1200,68,4,Wallet
99,150,7,15,2025-05-08,4,"₦8,800",1000,16,5,Wallet
100,62,11,2,2025-03-23,2,"₦6,300",700,41,4,Card
102,199,6,6,2025-08-05,1,"₦7,500",1200,40,5,Wallet
104,38,9,10,2025-08-18,2,"₦7,000",1500,43,5,Card
109,78,12,2,2025-01-26,5,"₦11,700",1500,24,5,Wallet
111,47,13,16,2025-01-10,5,"₦13,000",500,21,4,Card
112,165,13,25,2025-09-28,3,"₦9,000",1500,47,4,Card
114,82,23,24,2025-05-08,3,"₦16,200",1500,71,1,Card
115,157,39,21,2025-03-18,5,"₦31,200",800,42,4,Bank Transfer
119,183,13,29,2025-02-15,2,"₦16,800",500,30,5,Bank Transfer
120,141,23,12,2025-04-29,2,"₦7,000",600,74,3,Cash
122,191,23,24,2025-08-06,1,"₦3,000",1000,47,3,Cash
123,140,30,13,2025-06-13,3,"₦2,700",700,54,5,Bank Transfer
126,159,40,14,2025-07-23,1,"₦7,500",1200,15,4,Wallet
127,166,5,26,2025-03-25,5,"₦3,900",700,73,5,Cash
130,32,2,7,2025-03-18,3,"₦16,200",600,27,4,Card
131,26,20,5,2025-10-07,1,"₦7,500",500,41,5,Wallet
132,145,15,10,2025-08-27,1,"₦1,500",700,29,4,Card
133,23,27,20,2025-01-25,1,"₦5,000",500,70,4,Cash
135,190,8,11,2025-12-16,4,"₦11,000",500,72,5,Wallet
138,20,19,17,2025-07-10,3,"₦21,600",1000,52,5,Card
142,105,18,13,2025-01-27,4,"₦9,900",1200,17,5,Cash
143,176,6,2,2025-12-26,6,"₦22,500",700,52,5,Wallet
144,100,19,5,2025-04-03,1,"₦7,500",700,51,2,Cash
147,115,17,19,2025-08-31,4,"₦26,400",500,34,5,Cash
148,71,3,19,2025-01-30,5,"₦23,400",800,48,5,Wallet
151,4,6,8,2025-10-25,6,"₦18,000",1200,60,4,Cash
153,62,6,21,2025-11-27,4,"₦16,500",800,61,3,Cash
154,154,24,30,2025-10-28,5,"₦3,900",800,36,4,Wallet
156,176,11,5,2025-03-28,1,"₦5,000",1000,45,5,Cash
158,14,35,19,2025-12-05,3,"₦10,800",800,27,4,Card
159,140,27,27,2025-04-06,6,"₦7,500",700,18,5,Cash
161,5,19,13,2025-11-26,4,"₦7,700",500,73,2,Cash
167,149,22,18,2025-02-02,1,"₦7,500",800,54,4,Cash
168,133,27,29,2025-03-29,2,"₦5,600",800,28,5,Bank Transfer
169,144,4,13,2025-08-03,3,"₦9,000",800,51,3,Card
170,24,34,23,2025-07-13,2,"₦16,800",1200,57,2,Wallet
172,66,29,2,2025-12-18,6,"₦36,000",800,39,5,Wallet
174,27,16,7,2025-05-29,4,"₦4,400",1200,49,5,Cash
176,71,16,10,2025-03-27,2,"₦4,900",800,35,5,Wallet
178,165,12,3,2025-11-01,1,"₦5,000",600,73,4,Wallet
179,98,1,27,2025-09-29,3,"₦8,100",1200,35,3,Card
180,96,38,12,2025-11-21,2,"₦3,500",500,45,5,Bank Transfer
185,33,8,2,2025-12-14,3,"₦21,600",500,73,4,Card
186,77,24,14,2025-07-09,5,"₦7,800",800,73,4,Card
188,165,6,23,2025-10-29,6,"₦6,000",600,33,5,Bank Transfer
189,11,5,11,2025-10-10,6,"₦13,500",500,16,4,Bank Transfer
190,172,10,20,2025-02-10,4,"₦5,500",700,57,2,Cash
191,60,15,19,2025-12-07,2,"₦16,800",600,71,1,Bank Transfer
194,74,12,12,2025-07-19,1,"₦12,000",700,41,3,Bank Transfer
197,143,32,15,2025-02-27,4,"₦26,400",700,53,1,Cash
202,152,14,29,2025-01-31,2,"₦2,800",1500,22,4,Card
204,142,16,27,2025-07-26,4,"₦5,500",1500,41,4,Card
205,8,40,16,2025-07-21,4,"₦8,800",1500,61,1,Card
208,44,8,16,2025-02-23,3,"₦16,200",1200,46,4,Cash
213,47,16,27,2025-08-08,6,"₦9,000",1200,34,4,Bank Transfer
221,176,13,4,2025-08-04,1,"₦3,500",1200,70,4,Bank Transfer
224,118,6,24,2025-06-23,4,"₦19,800",500,57,5,Wallet
225,104,10,10,2025-04-15,2,"₦6,300",600,54,4,Bank Transfer
226,6,7,23,2025-05-25,5,"₦9,100",1000,17,3,Bank Transfer
227,154,14,7,2025-02-27,4,"₦6,600",1500,59,2,Card
228,76,12,14,2025-07-09,6,"₦27,000",500,60,5,Cash
229,65,34,1,2025-11-12,4,"₦8,800",600,41,4,Wallet
232,73,2,25,2025-09-16,4,"₦4,400",500,38,5,Card
233,172,37,17,2025-03-06,4,"₦26,400",800,27,5,Bank Transfer
234,172,13,11,2025-04-13,5,"₦3,900",800,41,5,Card
235,95,37,7,2025-08-10,6,"₦12,000",1200,41,5,Wallet
237,22,31,9,2025-05-02,2,"₦16,800",600,62,2,Card
238,30,25,21,2025-06-11,5,"₦15,600",1200,24,3,Card
240,152,35,3,2025-09-16,5,"₦5,200",1000,25,5,Wallet
241,180,38,16,2025-12-13,3,"₦10,800",1200,50,4,Cash
243,9,17,7,2025-06-21,3,"₦4,500",800,43,4,Bank Transfer
244,70,36,2,2025-05-30,2,"₦7,000",1200,30,4,Cash
246,66,5,14,2025-02-13,1,"₦3,500",1200,51,5,Wallet
247,117,24,17,2025-08-07,3,"₦13,500",600,33,5,Wallet
249,129,4,1,2025-10-24,5,"₦9,100",1000,28,5,Cash
253,133,31,12,2025-10-22,6,"₦13,500",1000,75,4,Wallet
255,79,8,3,2025-06-23,5,"₦19,500",700,41,5,Bank Transfer
259,37,30,24,2025-05-23,1,"₦3,000",500,21,5,Card
261,91,30,19,2025-11-14,2,"₦4,200",800,50,5,Wallet
262,198,27,12,2025-12-08,2,"₦4,900",800,31,5,Card
264,116,32,1,2025-07-26,6,"₦7,500",500,20,5,Wallet
267,71,13,29,2025-05-08,5,"₦31,200",800,20,4,Wallet
268,183,33,1,2025-06-15,4,"₦19,800",1500,51,4,Cash
269,120,3,18,2025-11-10,1,"₦3,500",800,43,4,Card
279,129,19,18,2025-10-21,6,"₦18,000",700,73,3,Bank Transfer
281,157,24,17,2025-11-08,5,"₦3,900",1500,53,4,Bank Transfer
285,36,23,14,2025-11-19,3,"₦5,400",1500,29,4,Wallet
287,162,32,27,2025-06-27,2,"₦2,800",1500,24,5,Cash
289,40,8,12,2025-02-03,3,"₦7,200",600,54,5,Card
297,61,9,20,2025-06-28,5,"₦31,200",1500,31,5,Wallet
298,165,1,7,2025-03-10,2,"₦6,300",1500,19,5,Bank Transfer
299,167,34,4,2025-03-29,3,"₦16,200",500,37,4,Wallet
300,50,21,9,2025-10-13,6,"₦13,500",1500,67,5,Card
301,175,16,6,2025-05-15,5,"₦13,000",1500,35,5,Bank Transfer
306,188,16,20,2025-10-09,1,"₦3,500",1200,22,5,Wallet
307,18,33,9,2025-07-14,6,"₦6,000",800,21,4,Cash
308,24,18,23,2025-09-29,1,"₦7,500",800,29,5,Wallet
309,50,12,16,2025-10-28,1,"₦2,000",500,72,3,Bank Transfer
312,65,25,25,2025-04-03,3,"₦9,000",600,37,2,Cash
318,30,5,6,2025-10-31,6,"₦18,000",1000,59,5,Card
321,138,29,13,2025-01-22,1,"₦2,500",600,58,5,Wallet
326,151,40,8,2025-06-16,6,"₦13,500",600,42,5,Bank Transfer
327,132,11,24,2025-12-25,5,"₦11,700",1500,26,5,Card
329,116,10,18,2025-07-22,3,"₦9,000",1200,63,5,Bank Transfer
331,142,35,21,2025-02-12,3,"₦10,800",1500,25,3,Cash
337,38,16,15,2025-05-27,6,"₦12,000",1200,55,5,Cash
338,169,36,5,2025-12-03,4,"₦3,300",1200,57,5,Card
340,69,24,22,2025-07-04,2,"₦2,800",700,44,5,Bank Transfer
342,46,22,18,2025-05-16,3,"₦13,500",600,47,5,Card
347,75,39,18,2025-06-01,2,"₦5,600",800,66,5,Cash
348,117,25,11,2025-04-09,1,"₦7,500",600,31,5,Wallet
351,145,25,19,2025-01-03,3,"₦9,000",800,33,3,Wallet
352,126,34,29,2025-03-22,1,"₦5,000",1500,31,4,Bank Transfer
354,157,14,4,2025-12-21,4,"₦7,700",600,53,4,Wallet
355,60,9,19,2025-10-28,5,"₦3,900",500,74,4,Card
364,106,28,3,2025-07-26,2,"₦4,900",500,54,5,Cash
365,25,36,14,2025-06-19,4,"₦16,500",500,25,4,Bank Transfer
366,139,10,29,2025-03-07,1,"₦6,000",700,21,2,Cash
367,15,26,16,2025-02-17,5,"₦5,200",1200,34,4,Cash
368,61,8,23,2025-11-15,6,"₦12,000",600,37,1,Card
369,34,25,8,2025-08-03,5,"₦23,400",1200,44,5,Wallet
371,36,28,25,2025-10-10,3,"₦5,400",700,61,3,Card
379,37,33,13,2025-03-09,2,"₦2,100",700,71,5,Bank Transfer
385,166,6,28,2025-12-01,5,"₦5,200",700,63,3,Bank Transfer
386,195,11,9,2025-03-30,4,"₦3,300",800,47,5,Cash
388,192,39,15,2025-06-10,4,"₦26,400",800,47,5,Wallet
389,101,19,19,2025-09-09,5,"₦11,700",1000,26,2,Card
391,75,38,1,2025-05-30,2,"₦4,200",500,26,5,Cash
393,110,25,11,2025-04-05,3,"₦8,100",700,61,5,Cash
398,26,12,25,2025-07-31,2,"₦4,200",1000,31,4,Card
400,17,28,14,2025-01-25,1,"₦2,500",1000,48,1,Bank Transfer
401,90,33,17,2025-06-07,1,"₦9,000",1000,26,5,Cash
402,151,28,18,2025-02-22,5,"₦15,600",1000,20,4,Bank Transfer
404,93,32,3,2025-02-02,4,"₦13,200",700,33,2,Cash
406,109,32,2,2025-11-08,4,"₦8,800",500,34,5,Card
407,125,20,18,2025-10-19,4,"₦19,800",700,18,3,Cash
408,103,14,11,2025-03-26,3,"₦4,500",500,68,5,Wallet
409,82,31,23,2025-01-31,5,"₦9,100",600,31,5,Cash
413,200,7,2,2025-03-20,5,"₦11,700",600,46,5,Wallet
414,12,21,22,2025-02-04,4,"₦19,800",1500,63,4,Wallet
416,65,11,27,2025-07-05,5,"₦7,800",1200,67,5,Wallet
417,60,32,27,2025-09-16,5,"₦7,800",1500,31,3,Card
420,58,32,28,2025-03-09,2,"₦4,200",800,32,5,Card
427,100,35,4,2025-08-23,2,"₦2,100",700,62,3,Cash
437,188,8,8,2025-07-25,5,"₦11,700",800,74,5,Bank Transfer
438,123,29,3,2025-03-23,6,"₦7,500",700,34,5,Wallet
439,180,39,22,2025-03-04,2,"₦6,300",1200,26,5,Wallet
440,73,21,19,2025-10-22,3,"₦5,400",600,65,4,Bank Transfer
441,106,34,1,2025-06-13,2,"₦2,100",1500,30,3,Wallet
445,142,3,25,2025-09-13,2,"₦6,300",800,18,5,Card
452,35,33,5,2025-08-01,2,"₦12,600",700,27,5,Card
453,12,23,13,2025-08-01,6,"₦4,500",500,28,5,Bank Transfer
456,149,34,30,2025-10-16,4,"₦9,900",500,19,4,Wallet
459,91,15,11,2025-06-22,1,"₦12,000",1500,19,4,Cash
461,199,38,8,2025-11-28,2,"₦3,500",800,24,4,Bank Transfer
463,122,32,4,2025-12-09,5,"₦13,000",500,24,4,Card
464,125,11,2,2025-06-18,2,"₦7,000",1000,59,4,Bank Transfer
465,182,15,17,2025-06-07,2,"₦12,600",1500,28,4,Card
467,140,1,4,2025-09-28,4,"₦5,500",1200,56,3,Cash
470,190,10,29,2025-12-14,1,"₦9,000",600,54,4,Card
471,54,6,1,2025-12-16,5,"₦9,100",600,73,2,Bank Transfer
482,25,27,27,2025-01-29,5,"₦15,600",1200,22,5,Cash
484,128,23,13,2025-09-24,5,"₦3,900",600,18,5,Bank Transfer
486,181,11,17,2025-11-05,4,"₦6,600",1000,17,5,Card
487,35,17,30,2025-01-22,2,"₦3,500",1500,74,4,Wallet
490,21,29,24,2025-03-16,3,"₦2,700",600,73,5,Wallet
493,126,39,7,2025-06-23,4,"₦19,800",1000,31,4,Cash
494,128,31,14,2025-06-20,1,"₦12,000",1000,19,4,Wallet
495,72,15,6,2025-04-15,2,"₦2,800",1200,35,5,Bank Transfer
496,40,14,8,2025-03-20,4,"₦26,400",1500,18,1,Wallet
497,38,14,23,2025-08-29,3,"₦3,600",1000,39,4,Cash
498,189,36,27,2025-08-10,1,"₦2,500",1000,59,4,Card
501,171,29,2,2025-02-15,5,"₦19,500",1000,19,5,Wallet
502,183,6,9,2025-07-16,1,"₦4,000",1500,43,4,Cash
503,63,28,20,2025-12-07,2,"₦7,000",500,66,5,Bank Transfer
507,118,20,21,2025-09-16,4,"₦6,600",700,65,5,Wallet
508,86,29,27,2025-06-11,6,"₦12,000",1200,51,5,Wallet
513,188,24,24,2025-09-23,5,"₦11,700",600,27,3,Cash
518,147,19,19,2025-10-18,5,"₦31,200",800,32,3,Card
519,29,2,27,2025-01-04,6,"₦27,000",1500,58,5,Wallet
527,179,1,7,2025-04-07,5,"₦19,500",600,37,3,Card
530,167,34,10,2025-03-03,2,"₦7,000",800,16,5,Wallet
532,34,25,14,2025-04-05,3,"₦16,200",1500,71,5,Cash
535,9,38,24,2025-09-28,4,"₦8,800",700,75,4,Card
536,170,32,12,2025-07-03,1,"₦1,500",1200,21,4,Wallet
537,63,8,7,2025-06-26,4,"₦16,500",1200,75,5,Bank Transfer
539,193,25,29,2025-05-16,6,"₦10,500",600,26,5,Wallet
541,33,7,3,2025-02-20,1,"₦6,000",600,71,4,Card
542,150,13,29,2025-09-25,4,"₦7,700",500,31,5,Bank Transfer
545,9,17,28,2025-08-27,1,"₦9,000",1200,68,3,Wallet
547,73,12,1,2025-11-27,2,"₦10,500",1000,35,2,Bank Transfer
548,67,17,20,2025-07-25,4,"₦11,000",500,30,3,Card
554,36,15,2,2025-03-11,1,"₦12,000",800,56,4,Bank Transfer
555,100,31,17,2025-01-30,1,"₦6,000",500,35,5,Wallet
557,152,24,13,2025-10-25,3,"₦6,300",1000,60,5,Card
558,137,29,20,2025-04-03,4,"₦8,800",500,31,3,Card
561,86,31,27,2025-10-09,5,"₦11,700",500,62,5,Wallet
562,14,22,16,2025-02-02,1,"₦1,500",700,51,5,Cash
564,128,26,4,2025-10-20,4,"₦6,600",1500,23,5,Card
565,129,37,12,2025-08-15,4,"₦3,300",1500,34,4,Wallet
566,51,10,23,2025-10-06,6,"₦12,000",1500,20,5,Bank Transfer
569,169,37,4,2025-02-18,6,"₦4,500",1000,66,5,Cash
570,25,11,16,2025-12-10,2,"₦7,000",1500,17,2,Bank Transfer
571,68,35,9,2025-02-15,3,"₦4,500",600,69,5,Cash
580,107,36,17,2025-10-25,6,"₦15,000",700,23,4,Card
591,103,26,24,2025-05-01,3,"₦2,700",1000,28,4,Cash
594,90,38,20,2025-05-08,6,"₦18,000",700,73,4,Card
596,43,26,13,2025-02-27,1,"₦3,000",1500,69,4,Cash
597,89,7,9,2025-02-03,3,"₦8,100",800,25,4,Bank Transfer
604,70,2,25,2025-12-04,4,"₦5,500",1200,59,5,Cash
611,105,16,2,2025-02-03,3,"₦5,400",700,41,4,Card
612,74,40,28,2025-09-28,3,"₦4,500",1000,28,4,Card
614,12,2,18,2025-07-18,6,"₦27,000",800,21,5,Bank Transfer
615,135,36,20,2025-03-24,1,"₦12,000",500,50,3,Cash
619,130,3,5,2025-03-04,3,"₦7,200",800,30,1,Bank Transfer
622,147,2,1,2025-08-04,2,"₦4,200",1200,30,5,Card
623,199,29,27,2025-07-31,1,"₦2,000",800,43,3,Cash
624,16,5,20,2025-05-27,1,"₦5,000",1000,44,3,Cash
627,89,32,8,2025-10-09,4,"₦16,500",500,42,4,Bank Transfer
629,149,22,21,2025-06-27,4,"₦16,500",700,17,5,Cash
632,118,16,7,2025-07-11,2,"₦4,900",1200,75,2,Bank Transfer
633,97,3,5,2025-06-13,4,"₦3,300",600,44,5,Bank Transfer
634,106,22,12,2025-08-26,4,"₦6,600",500,24,4,Cash
639,28,18,27,2025-06-18,3,"₦9,000",1500,19,5,Card
640,76,33,17,2025-05-20,1,"₦7,500",1500,32,5,Wallet
641,126,26,11,2025-01-12,6,"₦4,500",800,24,2,Bank Transfer
644,146,21,10,2025-10-26,4,"₦5,500",800,54,5,Wallet
647,162,12,15,2025-06-07,2,"₦2,800",600,58,4,Cash
649,52,6,30,2025-01-12,4,"₦16,500",600,24,5,Bank Transfer
653,70,11,30,2025-03-15,3,"₦10,800",1200,42,5,Bank Transfer
654,93,24,2,2025-04-03,5,"₦23,400",1000,21,5,Card
655,56,36,11,2025-05-17,6,"₦36,000",500,35,3,Bank Transfer
656,87,21,19,2025-02-05,2,"₦10,500",800,64,4,Wallet
661,188,32,29,2025-09-25,3,"₦10,800",700,34,5,Card
664,35,3,22,2025-09-10,1,"₦9,000",700,64,5,Card
665,163,5,1,2025-04-21,4,"₦6,600",800,63,5,Bank Transfer
666,18,3,4,2025-12-19,1,"₦3,500",700,25,2,Cash
667,127,26,12,2025-12-11,3,"₦13,500",600,22,5,Bank Transfer
672,131,27,12,2025-03-23,4,"₦4,400",500,19,3,Bank Transfer
673,8,6,8,2025-11-03,2,"₦4,200",1200,55,3,Card
676,196,3,16,2025-10-10,5,"₦15,600",800,15,5,Card
678,200,2,19,2025-10-06,3,"₦16,200",600,58,3,Cash
679,139,31,16,2025-07-24,2,"₦6,300",1200,21,3,Wallet
681,30,33,20,2025-10-04,5,"₦15,600",800,58,5,Cash
695,134,33,12,2025-08-18,3,"₦21,600",1500,27,5,Wallet
697,111,25,6,2025-03-25,4,"₦19,800",600,44,4,Wallet
698,178,22,3,2025-11-17,2,"₦10,500",600,29,3,Card
699,117,35,8,2025-05-30,4,"₦26,400",800,42,5,Cash
701,170,38,15,2025-07-27,5,"₦11,700",600,58,4,Wallet
706,200,17,1,2025-08-27,2,"₦3,500",500,71,4,Card
708,171,33,11,2025-05-20,1,"₦4,500",1200,66,5,Cash
709,134,22,15,2025-05-31,1,"₦3,500",700,35,3,Card
711,156,30,27,2025-08-02,5,"₦11,700",700,65,5,Cash
712,151,23,21,2025-09-10,3,"₦10,800",700,72,2,Card
713,148,13,16,2025-04-03,6,"₦36,000",1200,54,5,Bank Transfer
718,174,20,2,2025-01-25,3,"₦5,400",500,31,4,Bank Transfer
721,200,29,26,2025-02-26,5,"₦7,800",500,46,2,Bank Transfer
726,49,14,15,2025-04-24,3,"₦9,000",500,62,5,Card
727,42,5,13,2025-07-26,2,"₦6,300",800,16,4,Cash
731,42,15,20,2025-01-13,1,"₦1,500",1000,56,4,Wallet
736,144,10,4,2025-01-02,3,"₦6,300",700,40,5,Cash
741,121,26,12,2025-07-29,6,"₦12,000",700,30,2,Card
743,52,8,13,2025-03-08,6,"₦27,000",1200,36,5,Cash
745,73,2,10,2025-12-18,6,"₦22,500",1200,32,4,Card
749,56,6,6,2025-10-26,6,"₦7,500",500,41,5,Bank Transfer
750,135,10,29,2025-01-31,2,"₦4,900",800,74,4,Card
753,153,36,29,2025-12-01,3,"₦16,200",1500,39,5,Card
755,123,7,13,2025-09-23,3,"₦3,600",800,43,4,Card
756,171,9,24,2025-11-23,3,"₦8,100",1000,16,3,Card
760,144,37,6,2025-04-04,6,"₦4,500",600,35,5,Bank Transfer
762,177,30,30,2025-10-23,5,"₦31,200",1000,60,5,Cash
763,168,28,18,2025-10-17,5,"₦9,100",700,24,2,Cash
764,181,37,18,2025-05-26,5,"₦3,900",1500,40,3,Bank Transfer
769,56,15,11,2025-01-29,6,"₦12,000",1500,25,4,Wallet
770,188,39,6,2025-08-14,1,"₦7,500",700,71,4,Cash
772,146,11,24,2025-08-22,1,"₦4,000",700,72,5,Card
776,130,4,16,2025-12-23,2,"₦5,600",600,47,5,Bank Transfer
777,112,1,2,2025-07-13,3,"₦9,000",500,69,3,Wallet
782,135,8,7,2025-07-08,6,"₦36,000",800,52,4,Wallet
783,93,15,12,2025-06-15,1,"₦1,500",800,70,5,Wallet
785,145,38,1,2025-06-28,6,"₦9,000",700,21,5,Card
788,188,6,6,2025-08-07,6,"₦6,000",1500,52,5,Wallet
789,30,13,1,2025-03-03,1,"₦3,000",800,54,4,Cash
795,180,10,1,2025-07-29,5,"₦15,600",1500,28,4,Cash
797,87,9,6,2025-12-28,3,"₦6,300",1500,15,4,Cash
798,171,21,8,2025-10-01,5,"₦31,200",800,39,5,Wallet
799,16,4,23,2025-04-21,1,"₦9,000",600,56,5,Card
801,120,19,5,2025-09-12,1,"₦4,000",1500,16,5,Bank Transfer
802,158,11,16,2025-06-07,4,"₦11,000",800,23,3,Bank Transfer
803,116,13,1,2025-06-30,5,"₦13,000",1200,31,4,Bank Transfer
805,103,30,13,2025-06-09,1,"₦1,500",600,29,4,Wallet
808,49,21,5,2025-11-16,1,"₦6,000",600,30,5,Wallet
809,88,19,11,2025-09-27,4,"₦5,500",500,23,3,Card
810,106,16,4,2025-05-21,3,"₦2,700",1200,62,5,Wallet
813,126,1,29,2025-06-27,1,"₦9,000",1200,73,4,Wallet
818,122,9,11,2025-07-06,4,"₦3,300",500,31,4,Cash
821,55,29,14,2025-03-09,3,"₦2,700",1200,46,5,Bank Transfer
826,128,23,6,2025-12-09,1,"₦1,500",1200,44,2,Wallet
827,117,40,18,2025-08-03,2,"₦5,600",700,38,4,Cash
832,196,2,23,2025-01-18,4,"₦6,600",800,71,5,Cash
837,25,35,22,2025-02-12,5,"₦31,200",1200,67,4,Card
838,172,16,21,2025-04-22,2,"₦3,500",500,42,3,Card
841,159,26,21,2025-08-07,2,"₦6,300",600,56,2,Bank Transfer
843,31,5,20,2025-10-05,6,"₦22,500",800,64,4,Wallet
845,165,6,9,2025-01-01,6,"₦36,000",800,55,5,Wallet
846,188,9,29,2025-08-30,1,"₦7,500",800,36,5,Wallet
847,142,35,22,2025-07-18,6,"₦12,000",800,67,5,Cash
852,122,37,30,2025-03-26,1,"₦9,000",1000,54,5,Cash
853,115,13,4,2025-12-27,5,"₦10,400",600,15,4,Wallet
859,133,4,19,2025-05-27,6,"₦4,500",600,67,5,Wallet
860,89,10,8,2025-07-27,5,"₦15,600",800,44,5,Cash
861,21,35,18,2025-03-04,4,"₦11,000",800,58,3,Cash
862,95,30,21,2025-09-24,6,"₦18,000",1000,25,4,Bank Transfer
863,35,4,13,2025-05-07,2,"₦3,500",1500,23,5,Wallet
864,44,39,28,2025-02-24,1,"₦2,000",1200,35,4,Wallet
867,152,1,21,2025-04-21,2,"₦16,800",1200,68,4,Card
868,95,30,12,2025-03-24,3,"₦5,400",600,18,4,Card
869,30,16,18,2025-09-20,1,"₦6,000",800,46,4,Cash
871,38,20,1,2025-03-08,1,"₦9,000",600,41,2,Wallet
872,67,10,12,2025-02-13,2,"₦16,800",1500,37,4,Bank Transfer
874,84,9,23,2025-06-11,6,"₦4,500",700,43,4,Wallet
875,91,11,12,2025-02-27,1,"₦2,000",1500,18,5,Cash
877,85,39,24,2025-07-12,5,"₦23,400",1200,61,3,Bank Transfer
883,125,19,4,2025-07-14,1,"₦6,000",500,60,5,Cash
884,44,38,4,2025-11-03,5,"₦5,200",1200,56,4,Wallet
887,97,1,18,2025-02-12,6,"₦22,500",600,62,3,Cash
888,74,26,3,2025-06-21,3,"₦3,600",1200,49,1,Bank Transfer
889,35,30,18,2025-01-03,6,"₦18,000",600,63,5,Bank Transfer
890,3,33,15,2025-04-27,1,"₦4,500",700,42,4,Bank Transfer
894,93,39,22,2025-10-31,2,"₦16,800",600,69,4,Bank Transfer
895,81,21,22,2025-12-08,1,"₦3,500",700,46,4,Wallet
899,28,7,6,2025-12-07,2,"₦8,400",1000,60,5,Wallet
902,196,35,13,2025-10-16,6,"₦9,000",1200,45,2,Cash
907,193,20,19,2025-01-03,3,"₦9,000",1000,23,3,Bank Transfer
910,185,37,27,2025-01-08,1,"₦4,000",1200,52,5,Bank Transfer
913,106,23,9,2025-06-17,2,"₦2,800",800,67,5,Card
918,114,19,13,2025-08-20,2,"₦10,500",500,47,4,Card
922,95,32,28,2025-11-26,4,"₦3,300",1000,53,5,Bank Transfer
923,167,33,6,2025-05-23,5,"₦31,200",1000,16,4,Card
929,19,40,29,2025-05-27,4,"₦5,500",600,56,5,Card
932,98,3,22,2025-04-02,1,"₦3,500",500,28,4,Cash
933,74,18,24,2025-02-12,1,"₦2,500",500,28,5,Card
937,25,16,22,2025-02-11,6,"₦6,000",600,36,5,Wallet
941,4,31,10,2025-10-17,5,"₦19,500",1200,67,4,Wallet
944,24,3,17,2025-04-05,6,"₦12,000",800,64,4,Wallet
945,180,18,30,2025-10-09,6,"₦10,500",1000,21,3,Wallet
947,107,1,17,2025-12-26,1,"₦2,500",500,60,4,Wallet
949,176,8,13,2025-09-13,3,"₦10,800",1200,21,5,Card
952,84,14,14,2025-12-18,3,"₦3,600",800,70,5,Card
