order_id,customer_id,restaurant_id,rider_id,order_date,item_count,food_amount,delivery_fee,delivery_minutes,rating,payment_method
358,119,22,21,2024-09-21,1,"₦6,000",800,44,4,Wallet
359,190,3,5,2024-12-07,5,"₦15,600",700,34,5,Wallet
360,141,39,17,2024-03-24,5,"₦10,400",600,46,5,Bank Transfer
361,179,3,9,2024-11-26,6,"₦7,500",1500,30,3,Card
362,35,16,1,2024-12-19,5,"₦5,200",600,57,4,Cash
363,142,12,8,2024-11-14,1,"₦3,500",1000,41,5,Card
372,195,8,27,2024-04-15,4,"₦3,300",600,60,5,Card
373,103,2,1,2024-09-09,2,"₦2,800",1000,63,2,Wallet
374,29,13,11,2024-09-14,2,"₦3,500",600,27,5,Wallet
375,68,24,12,2024-11-02,2,"₦16,800",1200,31,4,Bank Transfer
376,168,25,23,2024-12-19,6,"₦7,500",1200,61,5,Card
378,76,7,29,2024-12-10,5,"₦6,500",500,30,4,Cash
380,19,18,29,2024-03-17,1,"₦2,000",1500,43,5,Card
381,22,24,1,2024-12-08,5,"₦3,900",600,16,4,Cash
383,71,24,6,2024-03-01,3,"₦8,100",1500,25,5,Wallet
384,87,20,26,2024-02-18,4,"₦11,000",800,26,4,Wallet
387,199,38,20,2024-11-26,1,"₦1,500",500,25,4,Wallet
390,92,11,14,2024-10-20,4,"₦8,800",600,61,5,Bank Transfer
394,184,21,7,2024-11-15,1,"₦4,000",500,33,5,Cash
395,149,22,19,2024-07-23,3,"₦2,700",700,26,3,Wallet
396,172,13,1,2024-06-30,1,"₦4,500",700,41,4,Cash
397,190,35,15,2024-03-05,1,"₦2,500",500,57,2,Cash
403,114,40,13,2024-10-02,4,"₦19,800",1500,30,3,Cash
405,39,34,8,2024-12-15,3,"₦6,300",500,37,3,Card
410,108,35,7,2024-02-29,3,"₦16,200",1200,18,4,Wallet
412,108,40,1,2024-12-01,2,"₦16,800",500,23,5,Bank Transfer
415,150,16,19,2024-03-04,4,"₦8,800",500,33,5,Card
419,79,33,10,2024-11-15,1,"₦7,500",600,45,4,Bank Transfer
421,195,21,30,2024-11-21,1,"₦3,500",600,74,5,Card
422,11,16,5,2024-05-20,1,"₦12,000",600,33,5,Cash
424,161,32,3,2024-02-18,5,"₦19,500",700,48,5,Card
425,76,15,14,2024-11-26,6,"₦7,500",800,21,5,Cash
426,51,11,2,2024-11-29,6,"₦6,000",1000,71,5,Cash
428,9,24,7,2024-02-21,6,"₦4,500",1200,58,5,Card
429,95,38,14,2024-04-22,5,"₦5,200",1000,52,4,Wallet
430,40,38,1,2024-09-01,5,"₦19,500",800,20,2,Bank Transfer
431,149,2,10,2024-12-20,2,"₦12,600",800,29,2,Wallet
432,182,17,20,2024-11-23,2,"₦10,500",1000,16,4,Card
433,121,13,13,2024-04-02,6,"₦36,000",1000,64,4,Wallet
435,98,21,21,2024-11-03,2,"₦4,200",800,57,5,Card
442,115,11,10,2024-11-17,6,"₦10,500",1500,20,2,Cash
444,150,29,18,2024-02-18,3,"₦3,600",1200,47,2,Card
446,94,17,27,2024-06-13,6,"₦4,500",1500,37,5,Cash
447,23,3,2,2024-01-27,2,"₦3,500",800,69,3,Wallet
449,192,27,12,2024-08-11,3,"₦2,700",700,32,4,Cash
450,44,26,21,2024-01-24,2,"₦3,500",1500,70,5,Bank Transfer
462,88,40,21,2024-12-17,6,"₦18,000",500,52,5,Wallet
466,21,28,28,2024-03-12,3,"₦6,300",800,73,2,Wallet
468,191,27,4,2024-08-28,5,"₦13,000",800,47,4,Wallet
469,148,40,14,2024-05-07,1,"₦2,500",700,56,5,Bank Transfer
472,60,29,4,2024-12-31,2,"₦12,600",500,21,5,Card
473,193,22,1,2024-12-14,3,"₦2,700",800,54,5,Cash
475,181,28,11,2024-08-23,6,"₦15,000",500,25,3,Card
476,49,32,18,2024-05-02,1,"₦9,000",600,15,3,Card
477,154,20,24,2024-03-30,6,"₦9,000",700,46,3,Cash
478,164,18,29,2024-07-25,6,"₦36,000",500,46,5,Cash
479,10,18,8,2024-01-19,5,"₦9,100",600,72,5,Bank Transfer
480,5,9,19,2024-06-09,4,"₦6,600",600,47,5,Cash
481,65,30,19,2024-03-08,2,"₦16,800",500,32,5,Cash
483,157,20,19,2024-02-07,5,"₦31,200",1200,59,2,Cash
488,148,23,18,2024-04-15,6,"₦4,500",1200,19,4,Bank Transfer
492,35,30,30,2024-03-30,2,"₦3,500",700,36,4,Card
499,72,32,8,2024-04-22,6,"₦22,500",600,36,4,Cash
500,35,40,6,2024-04-21,6,"₦22,500",1200,72,4,Card
504,73,30,11,2024-06-09,6,"₦13,500",1500,58,2,Bank Transfer
505,104,36,9,2024-02-21,6,"₦22,500",600,58,4,Bank Transfer
509,98,11,14,2024-08-14,3,"₦6,300",500,18,4,Bank Transfer
510,117,22,17,2024-07-11,5,"₦23,400",700,66,5,Cash
511,90,37,11,2024-02-09,1,"₦9,000",600,65,4,Bank Transfer
515,95,20,25,2024-01-24,2,"₦4,900",1200,47,4,Card
516,25,33,3,2024-04-03,1,"₦7,500",700,19,1,Wallet
517,187,34,13,2024-08-21,5,"₦23,400",800,54,4,Card
520,25,8,13,2024-08-20,5,"₦15,600",500,40,4,Cash
522,162,19,7,2024-02-13,2,"₦2,100",600,37,5,Bank Transfer
523,12,19,26,2024-03-26,3,"₦4,500",700,30,3,Cash
524,22,8,28,2024-05-31,2,"₦6,300",800,19,4,Cash
525,160,1,13,2024-03-10,5,"₦31,200",600,29,3,Card
526,52,15,6,2024-12-01,5,"₦6,500",1500,49,5,Wallet
529,33,23,30,2024-02-11,3,"₦10,800",1000,15,5,Wallet
531,162,18,24,2024-09-01,4,"₦13,200",1000,28,4,Wallet
534,67,28,18,2024-09-18,6,"₦13,500",800,18,5,Cash
538,109,27,16,2024-11-09,4,"₦3,300",1200,31,5,Cash
540,198,29,19,2024-10-14,4,"₦16,500",500,72,5,Bank Transfer
543,73,35,1,2024-05-06,1,"₦7,500",1200,36,5,Cash
544,64,22,11,2024-08-28,1,"₦5,000",800,62,5,Cash
546,114,22,18,2024-08-05,6,"₦12,000",1000,38,5,Wallet
549,17,27,9,2024-09-01,5,"₦15,600",1500,30,5,Bank Transfer
550,53,1,6,2024-07-14,6,"₦27,000",1500,45,5,Card
552,20,1,25,2024-05-03,6,"₦4,500",1500,39,5,Cash
553,116,7,8,2024-04-11,4,"₦9,900",1000,16,5,Bank Transfer
559,192,10,14,2024-04-28,3,"₦5,400",1000,49,4,Wallet
563,61,40,5,2024-01-27,3,"₦10,800",700,53,2,Wallet
567,103,40,1,2024-08-06,2,"₦7,000",1000,29,4,Wallet
568,148,8,25,2024-06-23,5,"₦15,600",600,44,5,Cash
572,147,25,26,2024-02-10,6,"₦9,000",800,49,4,Card
575,193,37,17,2024-09-10,2,"₦6,300",700,21,4,Cash
577,33,25,1,2024-07-10,3,"₦21,600",700,71,2,Cash
578,137,11,1,2024-09-14,6,"₦15,000",800,29,5,Cash
579,27,28,21,2024-06-05,4,"₦9,900",1200,24,4,Bank Transfer
581,66,12,17,2024-09-08,4,"₦13,200",500,21,5,Wallet
583,148,27,5,2024-08-07,5,"₦9,100",500,56,5,Card
584,199,40,5,2024-04-13,6,"₦6,000",500,45,5,Card
585,103,2,13,2024-09-02,5,"₦6,500",1500,40,5,Bank Transfer
586,63,26,15,2024-06-22,5,"₦11,700",1200,60,3,Bank Transfer
589,66,23,29,2024-03-03,1,"₦7,500",1000,26,4,Card
590,86,34,18,2024-04-28,5,"₦6,500",600,69,5,Bank Transfer
592,56,2,10,2024-02-13,6,"₦7,500",1000,27,4,Cash
593,21,4,6,2024-09-22,4,"₦5,500",600,15,5,Wallet
595,26,13,27,2024-07-27,2,"₦7,000",1200,56,5,Cash
598,51,9,14,2024-03-04,6,"₦12,000",1000,51,5,Bank Transfer
599,81,20,13,2024-08-26,6,"₦12,000",500,31,5,Wallet
601,141,27,4,2024-09-27,5,"₦31,200",700,27,5,Wallet
603,111,39,4,2024-06-19,3,"₦21,600",600,20,3,Wallet
605,160,9,15,2024-10-19,2,"₦5,600",500,61,5,Bank Transfer
606,92,34,3,2024-04-29,4,"₦9,900",700,23,4,Cash
607,184,23,30,2024-11-27,4,"₦19,800",1000,40,5,Card
608,107,26,30,2024-04-07,1,"₦5,000",1500,62,5,Card
609,87,35,25,2024-12-27,1,"₦2,000",1200,37,4,Cash
610,64,26,22,2024-05-04,4,"₦5,500",800,55,4,Wallet
613,37,39,16,2024-01-16,2,"₦12,600",1000,61,1,Wallet
617,6,5,20,2024-02-19,4,"₦8,800",1200,31,4,Cash
618,48,19,30,2024-11-06,6,"₦6,000",500,20,3,Bank Transfer
620,126,18,26,2024-02-04,5,"₦3,900",700,34,4,Cash
621,171,29,19,2024-03-30,3,"₦2,700",500,59,5,Cash
625,120,18,4,2024-09-08,5,"₦9,100",1000,73,5,Bank Transfer
626,5,27,22,2024-07-12,4,"₦9,900",500,52,5,Cash
628,107,24,14,2024-09-09,1,"₦4,000",1000,51,3,Card
631,142,26,28,2024-02-23,4,"₦9,900",600,34,5,Card
635,174,7,26,2024-11-30,6,"₦13,500",500,16,4,Wallet
636,34,33,1,2024-11-18,5,"₦23,400",500,60,5,Wallet
637,54,14,24,2024-07-08,3,"₦5,400",1000,75,5,Bank Transfer
638,28,15,5,2024-10-21,1,"₦4,500",1500,29,1,Wallet
642,147,25,24,2024-01-04,6,"₦12,000",500,62,4,Card
643,179,11,25,2024-07-08,2,"₦16,800",500,24,4,Bank Transfer
651,42,22,14,2024-04-01,1,"₦7,500",1500,40,2,Wallet
652,147,10,19,2024-03-23,4,"₦13,200",600,52,5,Card
657,165,40,19,2024-08-18,2,"₦4,900",1500,51,4,Wallet
658,64,18,30,2024-04-07,4,"₦13,200",600,42,5,Bank Transfer
660,54,18,5,2024-11-03,6,"₦9,000",1000,52,3,Card
670,115,10,25,2024-08-11,6,"₦13,500",600,39,5,Wallet
671,161,5,25,2024-05-25,1,"₦9,000",500,50,4,Cash
674,57,20,30,2024-02-11,2,"₦16,800",700,24,2,Wallet
675,195,33,24,2024-09-19,5,"₦23,400",700,53,4,Wallet
683,33,16,30,2024-10-13,2,"₦8,400",700,48,3,Cash
686,29,28,6,2024-07-11,4,"₦7,700",1000,49,5,Wallet
687,50,25,3,2024-09-07,4,"₦9,900",500,22,4,Cash
688,159,37,8,2024-10-22,6,"₦12,000",500,52,5,Card
689,167,5,9,2024-06-28,5,"₦13,000",1000,73,4,Cash
690,15,3,9,2024-10-07,6,"₦22,500",800,20,5,Wallet
692,107,18,20,2024-08-30,6,"₦27,000",800,16,3,Wallet
693,32,31,24,2024-06-02,3,"₦4,500",1500,44,5,Card
700,89,29,21,2024-07-31,2,"₦5,600",600,24,5,Card
702,182,36,8,2024-01-18,5,"₦31,200",600,35,4,Wallet
703,182,4,20,2024-11-24,3,"₦4,500",600,33,2,Bank Transfer
704,52,13,20,2024-11-03,5,"₦13,000",600,22,5,Cash
705,195,4,7,2024-04-30,5,"₦9,100",700,61,4,Bank Transfer
707,34,4,18,2024-08-03,1,"₦12,000",500,37,4,Cash
710,60,30,2,2024-05-07,5,"₦23,400",1200,39,5,Card
716,31,23,11,2024-03-22,5,"₦13,000",1200,26,4,Bank Transfer
719,143,38,27,2024-05-02,2,"₦16,800",800,56,5,Card
720,151,14,4,2024-08-28,6,"₦36,000",600,27,5,Card
722,77,17,30,2024-04-14,1,"₦4,500",800,74,3,Bank Transfer
723,55,16,30,2024-08-22,5,"₦11,700",500,65,5,Cash
724,29,14,20,2024-10-04,1,"₦2,000",500,26,5,Bank Transfer
725,121,36,9,2024-07-20,4,"₦4,400",600,51,4,Bank Transfer
728,195,9,11,2024-07-30,1,"₦3,500",500,32,5,Bank Transfer
729,13,12,10,2024-11-21,4,"₦6,600",700,33,2,Bank Transfer
730,5,39,24,2024-09-03,5,"₦10,400",700,21,5,Bank Transfer
732,12,11,8,2024-04-05,4,"₦5,500",600,58,5,Card
733,131,16,1,2024-11-25,3,"₦13,500",1500,60,5,Wallet
734,136,24,16,2024-07-28,1,"₦3,500",600,49,3,Cash
738,71,18,18,2024-04-11,6,"₦6,000",1200,47,4,Cash
739,105,6,22,2024-03-01,3,"₦10,800",800,67,4,Card
744,8,14,28,2024-10-06,2,"₦5,600",1500,68,5,Card
746,146,24,14,2024-08-05,3,"₦5,400",700,26,1,Cash
751,34,21,10,2024-09-08,5,"₦23,400",1000,21,3,Bank Transfer
752,3,33,23,2024-09-28,6,"₦10,500",1200,24,3,Wallet
754,175,20,26,2024-10-09,1,"₦7,500",500,25,5,Wallet
757,3,8,22,2024-04-28,2,"₦5,600",500,61,2,Cash
759,187,18,11,2024-06-29,2,"₦3,500",600,26,5,Wallet
761,77,9,27,2024-04-30,5,"₦3,900",800,41,5,Bank Transfer
766,21,16,22,2024-04-07,3,"₦7,200",1500,24,4,Bank Transfer
767,194,17,18,2024-07-18,5,"₦9,100",1200,45,5,Wallet
768,109,18,3,2024-01-20,3,"₦16,200",500,22,4,Bank Transfer
771,110,19,1,2024-01-15,3,"₦16,200",800,64,2,Wallet
775,1,35,26,2024-06-29,3,"₦7,200",1500,24,2,Wallet
778,140,12,2,2024-10-25,2,"₦5,600",600,47,4,Bank Transfer
779,171,40,6,2024-12-13,3,"₦10,800",1000,64,4,Wallet
780,161,34,24,2024-07-28,1,"₦4,500",1200,45,5,Card
781,28,4,15,2024-12-06,6,"₦13,500",500,72,5,Wallet
784,140,25,21,2024-02-19,6,"₦9,000",1000,29,5,Cash
790,66,20,14,2024-11-25,1,"₦3,500",1000,44,4,Card
791,97,23,7,2024-12-13,5,"₦13,000",800,40,4,Cash
793,142,31,1,2024-01-02,5,"₦11,700",1200,38,4,Wallet
804,87,39,4,2024-11-03,5,"₦31,200",500,18,3,Bank Transfer
807,87,30,20,2024-04-02,2,"₦12,600",1000,73,5,Cash
811,184,35,6,2024-10-17,6,"₦12,000",1500,62,3,Wallet
812,101,28,20,2024-12-01,4,"₦5,500",800,35,3,Cash
814,28,10,24,2024-08-04,2,"₦16,800",700,39,5,Cash
815,118,40,6,2024-10-10,3,"₦3,600",1500,16,5,Wallet
822,161,16,19,2024-03-22,4,"₦19,800",800,51,5,Card
823,183,21,28,2024-09-27,2,"₦16,800",1500,66,5,Wallet
824,153,37,6,2024-05-07,5,"₦31,200",1000,23,4,Card
825,159,9,29,2024-02-09,2,"₦4,200",800,17,4,Bank Transfer
828,184,8,28,2024-10-16,1,"₦1,500",1200,19,3,Card
830,76,6,17,2024-10-03,6,"₦15,000",600,64,5,Wallet
831,200,16,13,2024-10-18,1,"₦2,000",500,64,4,Cash
833,59,37,21,2024-07-25,4,"₦19,800",700,73,5,Cash
834,186,22,20,2024-08-04,5,"₦11,700",1500,39,5,Bank Transfer
835,101,34,23,2024-09-11,5,"₦11,700",600,19,5,Card
836,90,14,16,2024-01-12,1,"₦2,500",600,52,5,Cash
842,155,3,28,2024-01-18,2,"₦12,600",500,40,5,Bank Transfer
849,56,25,6,2024-09-22,4,"₦4,400",800,74,4,Bank Transfer
850,87,36,14,2024-07-26,2,"₦3,500",1000,21,4,Wallet
854,137,33,1,2024-05-16,3,"₦9,000",1200,43,4,Card
855,176,15,20,2024-11-14,2,"₦3,500",1500,21,4,Card
856,116,37,17,2024-02-02,3,"₦9,000",1500,53,4,Cash
857,65,3,20,2024-11-06,4,"₦16,500",1000,30,4,Cash
858,163,37,24,2024-12-11,4,"₦5,500",800,37,3,Card
881,75,14,26,2024-06-15,5,"₦23,400",800,59,5,Cash
893,80,21,3,2024-01-10,1,"₦9,000",500,55,5,Card
897,19,14,28,2024-03-17,1,"₦5,000",1200,37,5,Bank Transfer
898,99,28,23,2024-12-04,2,"₦2,800",700,36,5,Bank Transfer
900,88,30,23,2024-02-19,5,"₦11,700",800,42,1,Cash
901,93,29,20,2024-05-26,2,"₦6,300",800,37,5,Card
904,34,24,5,2024-08-25,6,"₦12,000",1200,56,4,Bank Transfer
905,116,9,12,2024-08-27,1,"₦2,000",1500,61,5,Bank Transfer
908,44,32,11,2024-09-12,6,"₦12,000",1200,38,5,Card
909,169,29,7,2024-07-28,2,"₦4,200",700,45,5,Card
912,64,22,27,2024-02-15,6,"₦6,000",1200,68,3,Cash
914,82,1,24,2024-05-11,1,"₦2,000",500,69,4,Bank Transfer
917,139,12,14,2024-07-09,5,"₦9,100",800,20,2,Bank Transfer
919,133,9,26,2024-04-28,6,"₦9,000",700,28,3,Card
921,102,33,28,2024-07-02,4,"₦6,600",1500,24,5,Wallet
924,4,34,15,2024-01-03,4,"₦26,400",700,35,5,Wallet
925,161,16,18,2024-10-26,4,"₦6,600",1000,68,5,Bank Transfer
926,125,4,26,2024-07-04,4,"₦19,800",1000,20,4,Cash
927,158,19,14,2024-03-28,4,"₦5,500",800,51,1,Wallet
928,4,37,16,2024-12-24,6,"₦18,000",1000,20,3,Wallet
930,151,25,9,2024-06-08,3,"₦6,300",600,29,5,Cash
935,65,1,29,2024-05-30,4,"₦16,500",600,38,5,Bank Transfer
936,111,38,21,2024-03-14,2,"₦8,400",800,25,2,Wallet
938,112,24,5,2024-12-19,1,"₦12,000",1200,45,4,Wallet
939,73,9,30,2024-04-08,5,"₦3,900",1500,31,4,Wallet
940,79,9,26,2024-12-28,4,"₦13,200",1200,36,3,Card
942,162,9,13,2024-05-13,1,"₦7,500",500,66,5,Wallet
943,160,9,15,2024-03-29,5,"₦23,400",1500,20,5,Bank Transfer
946,153,20,3,2024-04-06,6,"₦12,000",1000,49,5,Cash
950,7,39,5,2024-06-02,4,"₦6,600",500,58,4,Bank Transfer
951,112,35,28,2024-07-10,3,"₦3,600",1000,68,4,Bank Transfer
954,129,32,22,2024-03-15,2,"₦5,600",600,61,5,Wallet
955,1,5,21,2024-04-13,6,"₦36,000",1000,30,5,Wallet
961,29,18,8,2024-08-15,4,"₦19,800",1500,28,5,Wallet
963,31,13,17,2024-05-23,4,"₦3,300",600,25,3,Wallet
969,90,11,17,2024-10-14,6,"₦15,000",1200,53,1,Cash
971,171,39,28,2024-07-10,6,"₦7,500",500,54,5,Cash
972,13,18,16,2024-10-12,5,"₦11,700",800,74,5,Cash
973,146,40,27,2024-02-13,4,"₦16,500",500,26,5,Card
975,81,13,20,2024-06-08,5,"₦31,200",800,67,5,Wallet
976,191,6,23,2024-02-07,4,"₦4,400",1500,19,5,Cash
979,100,22,11,2024-06-23,1,"₦7,500",800,19,4,Cash
983,128,29,12,2024-02-29,1,"₦4,500",500,71,3,Bank Transfer
985,127,17,8,2024-10-17,2,"₦10,500",1000,24,4,Bank Transfer
